google_index,page_rank,nb_hyperlinks,web_traffic,domain_age,nb_www,safe_anchor,length_url,ratio_digits_url,shortest_word_host,domain_registration_length,longest_words_raw,phish_hints,length_hostname,char_repeat,shortest_word_path,nb_slash,domain_in_title,shortest_words_raw,nb_dots,ratio_digits_host,longest_word_host,nb_hyphens,ip,nb_qm,status
1,0,3,0,1407,0,0.0,44,0.0,15,53,15,1,19,1,3,6,1,3,1,0.0,15,0,0,0,phishing
1,0,31,0,-1,0,100.0,58,0.0,18,305,18,0,22,2,3,4,1,3,2,0.0,18,0,0,1,phishing
1,0,13,0,470,0,0.0,55,0.0,4,0,8,3,19,0,2,7,1,2,2,0.0,7,2,0,0,phishing
0,6,84,2580,8044,1,55.55555556,48,0.125,3,3482,12,0,20,7,3,4,1,3,3,0.0,12,0,0,0,legitimate
0,3,156,4633956,6466,0,55.55555556,30,0.0,7,108,11,0,23,0,0,2,1,7,2,0.0,11,0,0,0,legitimate
1,0,0,0,-1,0,0.0,24,0.0,5,0,5,0,8,0,3,3,1,3,2,0.0,5,0,0,0,phishing
0,5,78,2192,7619,0,75.86206897,66,0.0,10,130,16,0,31,0,7,4,1,7,2,0.0,16,1,0,0,legitimate
1,0,28,0,54,0,100.0,45,0.111111111,9,310,10,0,13,1,5,6,1,5,1,0.0,9,0,0,0,phishing
0,4,73,474447,5397,1,0.0,39,0.0,3,160,11,0,19,3,4,4,1,3,2,0.0,11,1,0,0,legitimate
1,0,16,0,-1,1,100.0,54,0.0,3,0,6,1,17,3,2,7,1,2,3,0.0,5,2,0,0,phishing
0,5,221,332,7286,0,20.93023256,58,0.103448276,5,748,12,0,22,6,3,6,1,3,2,0.0,12,0,0,0,legitimate
1,4,65,34048,7123,0,90.90909091,46,0.0,9,3469,10,0,24,0,2,5,1,2,2,0.0,10,1,0,0,legitimate
1,2,19,7107162,8664,0,100.0,32,0.0,6,101,6,0,10,2,4,4,1,4,2,0.0,6,0,0,0,phishing
1,0,59,0,254,1,100.0,100,0.23,3,111,32,3,18,4,2,8,1,2,3,0.0,10,1,1,0,phishing
0,6,55,1625,2388,1,72.22222222,61,0.0,3,168,9,0,16,5,2,4,0,2,2,0.0,8,0,0,0,legitimate
0,0,15,1909793,5387,0,0.0,61,0.31147541,3,456,9,0,13,5,2,5,1,2,3,0.0,5,1,1,1,phishing
1,8,5,115,5160,1,0.0,74,0.054054054,3,1048,12,0,14,5,2,3,0,2,4,0.0,6,1,0,1,legitimate
0,4,32,0,-1,1,25.0,50,0.0,3,-1,11,0,19,3,2,4,1,2,3,0.0,11,0,0,0,legitimate
1,6,8,20989,1336,0,0.0,29,0.103448276,5,124,11,0,20,0,0,3,0,5,2,0.15,11,0,0,0,phishing
0,7,110,523,6328,1,33.33333333,47,0.0,3,247,11,0,19,3,4,4,0,3,2,0.0,11,2,0,0,legitimate
0,3,696,5126981,-1,1,68.75,24,0.0,3,0,9,0,16,3,0,3,0,3,2,0.0,9,0,0,0,legitimate
0,4,14,3933504,1903,1,85.71428571,27,0.0,3,289,5,0,19,4,0,3,1,3,2,0.0,5,1,0,0,legitimate
1,0,3,7776219,4091,1,0.0,165,0.236363636,3,326,100,0,18,9,2,3,1,2,4,0.111111111,11,3,1,0,phishing
1,1,51,0,3400,1,0.0,50,0.0,2,253,10,1,23,5,8,4,1,2,4,0.0,10,0,0,0,phishing
0,7,50,6085,8721,1,44.44444444,87,0.091954023,3,0,9,0,17,6,2,9,1,2,2,0.0,9,4,0,0,legitimate
1,4,0,1112236,-1,0,0.0,91,0.098901099,8,72,12,0,12,2,1,8,1,1,2,0.0,8,0,0,0,legitimate
0,5,199,14978,9073,0,92.85714286,70,0.014285714,7,1883,9,0,21,3,1,6,0,1,2,0.0,9,2,0,0,legitimate
0,3,614,2805305,8697,1,83.33333333,27,0.0,3,315,9,0,16,4,2,4,0,2,2,0.0,9,0,0,0,legitimate
0,5,5,143598,7717,1,100.0,55,0.0,3,318,12,0,20,5,4,4,1,3,3,0.0,12,1,0,0,legitimate
1,5,14,0,7295,0,14.28571429,36,0.027777778,8,374,16,0,29,1,0,2,1,8,2,0.034482759,16,0,0,0,phishing
1,0,0,0,4792,1,0.0,38,0.0,3,322,10,1,18,3,2,4,1,2,3,0.0,10,0,0,0,phishing
1,0,51,5707171,3993,0,100.0,128,0.1328125,3,25,17,0,50,2,2,5,1,2,4,0.0,13,1,1,1,phishing
1,4,639,613509,9035,1,50.0,74,0.067567568,3,461,9,0,14,3,1,4,0,1,2,0.0,6,14,0,0,legitimate
0,4,30,1863493,3198,1,13.33333333,33,0.0,3,454,17,0,25,3,0,3,1,3,2,0.0,17,0,0,0,legitimate
1,0,1,0,341,0,0.0,63,0.0,23,24,23,3,27,1,2,5,1,2,1,0.0,23,1,0,0,phishing
1,0,0,0,281,0,0.0,36,0.0,24,85,24,0,28,0,0,3,1,24,1,0.0,24,0,0,0,phishing
0,3,145,465492,-1,0,50.0,58,0.017241379,11,73,11,0,15,1,1,4,0,1,1,0.0,11,5,0,0,legitimate
1,0,21,0,209,0,100.0,68,0.352941176,6,1617,32,0,10,2,2,6,1,2,2,0.0,6,0,1,0,phishing
0,3,39,6295284,-1,1,77.77777778,65,0.0,3,2276,18,0,26,5,4,5,1,3,3,0.0,18,0,0,0,legitimate
0,6,48,31707,9369,1,6.25,22,0.045454545,3,127,3,0,11,4,3,3,0,3,2,0.090909091,3,0,0,0,legitimate
1,4,56,0,-1,0,0.0,15,0.066666667,1,0,3,0,4,0,3,3,1,1,1,0.25,1,0,0,0,phishing
1,0,51,5707171,3993,1,100.0,129,0.147286822,3,25,17,0,54,5,2,5,1,2,5,0.0,13,1,1,1,phishing
0,4,480,620877,8151,1,7.462686567,37,0.0,3,249,20,0,28,3,0,3,1,3,2,0.0,20,0,0,0,legitimate
1,5,14,0,7295,0,14.28571429,29,0.034482759,8,374,9,0,22,1,0,2,1,8,2,0.045454545,9,0,0,0,phishing
1,0,14,0,103,0,0.0,171,0.304093567,5,262,32,0,18,8,1,3,1,1,4,0.0,8,0,1,1,phishing
0,3,59,0,6957,1,66.66666667,39,0.0,3,712,11,0,19,5,4,3,1,3,3,0.0,11,0,0,0,legitimate
1,0,99,5082431,1663,0,28.81355932,50,0.0,5,163,13,0,20,1,8,4,1,5,1,0.0,10,1,0,0,phishing
1,8,5,114,5160,1,0.0,82,0.048780488,3,1048,20,0,14,4,2,3,0,2,4,0.0,6,1,0,1,legitimate
0,3,0,0,5874,0,0.0,16,0.0,6,0,6,0,9,0,0,2,1,6,1,0.0,6,0,0,0,legitimate
1,10,1,1,8346,0,0.0,79,0.012658228,5,2975,12,0,24,4,3,4,0,3,7,0.0,7,0,0,0,phishing
1,0,0,0,2269,1,0.0,46,0.0,3,287,18,0,25,4,4,5,1,3,2,0.0,18,0,0,0,phishing
0,5,67,97763,7637,1,28.57142857,25,0.0,3,398,9,0,17,4,0,3,1,3,2,0.0,9,0,0,0,legitimate
1,0,5,0,2484,1,0.0,57,0.0,3,0,18,1,28,4,4,7,0,3,3,0.0,18,0,0,0,phishing
0,4,197,679154,163,1,40.0,26,0.0,3,0,10,0,17,3,0,3,0,3,2,0.0,10,0,0,0,legitimate
1,4,37,7237162,5120,0,0.0,67,0.0,5,359,10,0,9,0,4,6,1,4,1,0.0,5,0,0,0,legitimate
1,5,18,0,5616,0,100.0,52,0.076923077,1,228,17,1,34,4,4,3,1,1,5,0.117647059,17,0,0,0,phishing
0,10,14,73,6471,1,0.0,30,0.0,3,104,8,0,16,3,4,4,0,3,2,0.0,8,0,0,0,legitimate
1,0,237,0,1,0,84.32432432,49,0.0,2,363,14,0,21,4,2,4,1,2,1,0.0,14,1,0,1,phishing
0,0,44,0,-1,0,100.0,16,0.0,3,0,3,0,9,0,0,2,1,3,1,0.0,3,0,0,0,legitimate
1,0,11,0,138,1,100.0,57,0.01754386,2,227,8,0,39,6,3,3,1,2,4,0.0,8,3,0,0,phishing
1,5,14,0,7295,0,14.28571429,30,0.1,8,374,10,0,23,1,0,2,1,8,2,0.130434783,10,0,0,0,phishing
0,0,85,0,1933,0,100.0,70,0.0,3,259,10,0,18,0,2,4,1,2,1,0.0,10,6,0,0,phishing
1,0,17,0,4646,0,25.0,240,0.1875,9,103,30,4,15,7,1,12,1,1,7,0.0,9,2,1,1,phishing
1,0,0,0,6945,0,0.0,57,0.175438596,4,0,13,0,21,2,3,4,1,3,2,0.0,13,1,0,0,phishing
0,6,73,95781,3146,1,0.0,73,0.0,3,142,11,0,24,6,4,4,1,3,3,0.0,10,3,0,0,legitimate
0,3,0,135272,4656,0,0.0,23,0.0,4,471,4,0,10,0,4,4,1,4,2,0.0,4,0,0,0,legitimate
1,0,0,0,303,1,0.0,69,0.260869565,3,63,32,0,18,4,3,5,1,3,2,0.0,10,0,1,0,phishing
0,4,1001,2528830,4477,1,89.04109589,24,0.0,3,271,8,0,15,3,0,3,1,3,2,0.0,8,0,0,0,legitimate
1,3,178,467993,6460,1,0.0,51,0.039215686,3,114,10,2,18,3,3,3,0,3,2,0.111111111,10,3,0,0,legitimate
1,0,1,4853199,316,0,0.0,31,0.0,7,0,7,0,14,1,3,3,1,3,3,0.0,7,0,0,0,phishing
0,2,30,3063554,2054,1,92.59259259,29,0.0,3,502,12,0,20,3,0,3,0,3,2,0.0,12,0,0,0,legitimate
0,5,135,1253431,2863,1,0.0,24,0.0,3,788,7,0,15,4,0,3,1,3,2,0.0,7,0,0,0,legitimate
0,6,263,603,7837,1,33.33333333,46,0.0,3,199,10,0,23,4,3,4,0,3,2,0.0,7,1,0,0,legitimate
0,5,631,14284,6074,0,6.956521739,43,0.0,4,136,9,0,21,1,4,4,1,4,2,0.0,6,1,0,0,legitimate
1,0,5,1322736,1023,0,0.0,35,0.0,11,73,11,1,15,1,11,3,1,11,1,0.0,11,0,0,0,phishing
1,5,14,0,7295,0,14.28571429,32,0.0,8,374,12,0,25,0,0,2,1,8,2,0.0,12,0,0,0,phishing
0,5,30,18697,9694,0,100.0,135,0.014814815,7,3454,10,0,19,3,1,11,1,1,2,0.0,7,11,0,0,legitimate
1,3,74,0,4097,1,17.39130435,263,0.319391635,3,285,64,3,20,24,2,10,1,2,5,0.0,12,0,1,1,phishing
1,0,0,0,-1,0,0.0,22,0.0,5,269,5,1,8,0,2,4,1,2,1,0.0,5,0,0,0,phishing
1,0,124,0,243,1,88.0,100,0.21,3,122,32,3,18,6,2,8,1,2,3,0.0,10,1,1,0,phishing
1,0,3,0,92,0,0.0,32,0.0,3,273,6,0,24,1,0,3,1,3,3,0.0,6,1,0,0,phishing
1,0,6,6816950,6085,0,0.0,388,0.167525773,13,124,39,1,33,11,1,5,1,1,3,0.0,15,9,1,1,phishing
1,5,8,194144,5077,0,100.0,36,0.138888889,13,36,13,0,17,0,4,4,1,4,1,0.0,13,0,0,0,legitimate
0,2,96,3043528,7471,1,42.85714286,29,0.0,3,1294,14,0,22,4,0,2,1,3,2,0.0,14,0,0,0,legitimate
1,2,43,0,-1,2,70.83333333,47,0.0,3,4,12,0,21,6,3,5,1,3,3,0.0,10,0,0,0,phishing
0,2,75,141183,2582,1,100.0,24,0.0,3,340,8,0,16,3,0,3,1,3,2,0.0,8,0,0,0,legitimate
0,4,160,169074,-1,1,33.33333333,19,0.0,3,0,3,0,10,3,0,3,0,3,2,0.0,3,0,0,0,legitimate
1,4,55,0,5257,0,50.0,38,0.0,2,587,9,0,29,0,0,3,1,2,2,0.0,9,2,0,0,legitimate
1,0,29,0,2179,0,16.66666667,51,0.098039216,3,12,11,0,43,1,0,3,0,3,3,0.11627907,11,2,0,0,phishing
1,4,29,4484170,1867,1,0.0,57,0.0,3,325,8,0,15,3,5,4,1,3,2,0.0,7,3,0,0,legitimate
1,3,6,0,4609,1,0.0,116,0.0,3,139,14,4,21,5,2,9,1,2,4,0.0,14,2,0,1,phishing
1,8,11,50,12209,0,100.0,37,0.162162162,5,210,8,0,17,2,2,4,0,2,2,0.0,7,0,0,0,legitimate
1,3,1,17964,7083,0,0.0,140,0.007142857,1,952,12,0,31,5,4,4,1,1,7,0.0,11,3,0,0,phishing
1,0,7,0,-1,0,100.0,34,0.0,4,122,5,1,16,0,4,3,1,4,4,0.0,4,0,0,0,phishing
1,0,5,0,2484,0,0.0,53,0.0,18,0,18,1,24,1,4,7,0,4,2,0.0,18,0,0,0,phishing
0,2,36,0,-1,1,50.0,31,0.0,3,39,16,0,23,3,0,3,1,3,2,0.0,16,0,0,0,legitimate
1,0,31,0,160,1,0.0,41,0.0,3,205,15,1,17,3,15,4,1,3,2,0.0,10,0,0,0,phishing
1,0,1,9558747,658,0,0.0,109,0.19266055,14,438,32,4,20,1,2,9,1,2,3,0.0,14,1,1,0,phishing
1,0,12,842411,1736,0,0.0,46,0.0,3,90,12,0,21,0,4,3,1,3,3,0.0,4,2,0,0,phishing
0,2,436,372945,7099,1,57.14285714,23,0.0,3,206,6,0,14,4,0,3,0,3,2,0.0,6,0,0,0,legitimate
0,8,18,62,6239,0,0.0,21,0.0,6,335,6,0,12,1,0,3,0,6,2,0.0,6,0,0,0,legitimate
1,4,26,209887,4822,1,25.0,36,0.0,3,291,12,0,20,3,8,3,0,3,2,0.0,12,0,0,0,legitimate
0,7,1622,12,7132,0,62.73584906,47,0.0,2,903,9,0,16,0,4,4,0,2,2,0.0,9,1,0,0,legitimate
1,5,130,1592793,7222,1,11.11111111,43,0.069767442,3,3004,12,0,16,3,2,3,1,2,3,0.0,8,1,0,0,legitimate
1,4,18,187079,5990,0,0.0,68,0.264705882,8,220,32,0,22,3,4,4,1,4,2,0.0,9,0,1,0,phishing
1,2,110,7079578,2815,1,59.09090909,293,0.498293515,3,107,176,0,14,5,3,7,0,3,4,0.0,6,2,1,1,phishing
0,5,55,163827,7551,1,40.90909091,58,0.0,3,2676,15,0,23,3,3,4,1,3,2,0.0,15,3,0,0,legitimate
1,0,28,0,532,0,0.0,91,0.252747253,9,199,29,1,24,1,1,4,1,1,3,0.0,10,1,1,0,phishing
0,2,497,3139730,2746,0,81.81818182,26,0.0,10,1271,10,0,17,0,0,3,1,10,2,0.0,10,0,0,0,legitimate
1,2,12,0,6544,1,0.0,43,0.0,1,1492,6,0,18,3,4,6,1,1,3,0.0,6,1,0,0,phishing
0,2,7,3021434,1207,1,0.0,24,0.0,3,253,6,0,15,3,0,3,0,3,2,0.0,6,0,0,0,legitimate
0,4,32,188662,2685,1,100.0,59,0.0,3,237,12,0,20,4,3,4,1,3,3,0.0,12,0,0,0,legitimate
1,3,0,4365,1953,0,0.0,45,0.044444444,3,2429,11,0,14,1,10,3,1,3,2,0.071428571,5,0,0,1,phishing
0,4,14,1569169,5296,1,42.85714286,55,0.0,3,183,11,0,17,4,4,5,0,3,2,0.0,9,2,0,0,legitimate
1,3,13,0,5005,1,33.33333333,47,0.0,3,109,10,0,18,3,4,6,0,3,2,0.0,10,0,0,0,legitimate
0,6,122,128,7697,1,27.77777778,25,0.0,3,1069,9,0,17,4,0,3,0,3,2,0.0,9,0,0,0,legitimate
1,2,6,1561104,7412,0,0.0,28,0.0,8,282,9,0,21,1,0,2,0,8,2,0.0,9,0,0,0,phishing
1,0,23,0,1202,0,16.66666667,70,0.0,17,258,17,2,21,3,3,5,1,3,2,0.0,17,3,0,0,phishing
0,6,139,8550,5737,1,13.33333333,52,0.0,3,1202,13,0,21,3,5,4,1,3,2,0.0,13,2,0,0,legitimate
1,5,14,0,5626,0,0.0,50,0.04,1,218,13,0,42,1,0,3,1,1,4,0.047619048,13,2,0,0,phishing
0,4,159,90667,-1,1,29.16666667,23,0.0,3,0,3,0,14,3,0,3,0,3,3,0.0,3,0,0,0,legitimate
0,5,195,988,7587,1,93.75,42,0.0,3,448,14,0,22,3,4,3,1,3,2,0.0,14,1,0,0,legitimate
0,3,41,2430743,4608,1,36.36363636,45,0.0,3,140,19,0,27,4,8,4,1,3,2,0.0,19,0,0,0,legitimate
0,4,28,379136,8810,0,22.22222222,130,0.0,4,320,10,0,8,1,2,6,0,2,1,0.0,4,10,0,0,legitimate
1,0,30,0,-1,0,0.0,44,0.0,12,309,12,0,16,1,8,5,1,8,1,0.0,12,0,0,0,phishing
0,5,83,34798,5365,1,8.695652174,23,0.0,3,1208,7,0,15,3,0,3,0,3,2,0.0,7,0,0,0,legitimate
1,1,24,0,3821,1,100.0,56,0.035714286,3,196,8,3,14,3,2,7,1,2,2,0.0,7,2,0,0,phishing
1,1,11,988416,6856,0,100.0,41,0.0,6,83,10,0,21,2,5,4,1,5,2,0.0,10,0,0,0,phishing
0,5,107,5635,8430,1,66.66666667,41,0.0,3,1795,7,0,11,3,2,5,0,2,3,0.0,3,0,0,0,legitimate
0,1,0,3566615,2808,1,0.0,24,0.0,3,113,7,0,15,3,0,3,1,3,2,0.0,7,0,0,0,legitimate
1,0,1,0,59,0,0.0,70,0.0,14,305,14,0,18,8,2,5,1,2,3,0.0,14,0,0,1,phishing
0,4,33,162824,-1,1,0.0,23,0.0,3,0,7,0,14,3,0,3,0,3,2,0.0,7,0,0,0,legitimate
1,5,130,14411,6072,1,6.0,34,0.0,3,138,7,0,13,3,2,3,1,2,2,0.0,5,2,0,0,legitimate
1,2,15,6728303,6868,0,0.0,202,0.178217822,12,0,80,0,16,6,3,6,1,3,1,0.0,12,4,1,1,phishing
0,2,30,0,980,1,44.44444444,26,0.0,3,115,11,0,18,4,0,3,1,3,2,0.0,11,0,0,0,legitimate
0,4,30,9281332,-1,1,18.18181818,50,0.0,3,356,8,0,18,3,3,5,1,3,2,0.0,5,3,0,0,legitimate
1,0,51,5707171,3993,0,100.0,126,0.134920635,3,25,17,0,50,4,2,5,1,2,4,0.0,13,1,1,1,phishing
1,0,88,0,2047,0,85.71428571,102,0.196078431,11,145,32,3,15,7,2,9,1,2,1,0.0,11,1,1,0,phishing
0,6,263,3878,4210,1,95.29411765,66,0.0,3,172,14,0,20,6,4,6,1,3,2,0.0,12,0,0,0,legitimate
1,3,0,4365,1953,0,0.0,32,0.15625,3,2430,10,0,14,1,10,3,1,3,2,0.214285714,5,0,0,0,phishing
1,3,15,0,6438,0,66.66666667,40,0.025,4,136,10,0,7,1,5,6,1,4,1,0.142857143,4,0,0,0,legitimate
0,4,168,97060,7730,1,10.0,20,0.0,3,0,3,0,11,3,0,3,0,3,2,0.0,3,0,0,0,legitimate
0,6,54,1546,8906,1,0.0,36,0.0,3,226,9,0,17,3,2,3,1,2,2,0.0,9,1,0,0,legitimate
0,2,1097,2659785,5442,1,99.81884058,29,0.0,3,36,8,0,20,3,0,3,1,3,2,0.0,8,1,0,0,legitimate
0,5,59,2408577,7297,0,82.35294118,32,0.0,8,372,11,0,24,0,0,3,1,8,2,0.0,11,0,0,0,legitimate
0,6,53,549,11049,0,23.80952381,70,0.071428571,4,275,10,0,14,0,4,3,0,4,3,0.0,5,4,0,0,legitimate
0,4,0,0,3510,1,0.0,27,0.0,3,143,9,0,19,4,0,3,1,3,3,0.0,9,0,0,0,legitimate
0,10,19,1,8347,0,100.0,99,0.0,6,2975,32,0,17,5,5,6,1,5,2,0.0,6,2,0,0,legitimate
0,6,212,684,6260,1,53.125,44,0.0,3,2505,17,0,25,5,11,3,1,3,2,0.0,17,0,0,0,legitimate
1,0,13,10288277,-1,0,100.0,39,0.025641026,9,0,9,1,12,0,2,5,1,2,2,0.0,9,0,0,0,phishing
0,2,148,921884,4460,1,33.33333333,28,0.0,3,653,6,0,19,3,0,3,0,3,2,0.0,6,1,0,0,legitimate
0,5,27,156797,3839,1,52.94117647,27,0.0,3,179,11,0,19,3,0,3,0,3,2,0.0,11,0,0,0,legitimate
0,6,0,3466,12762,0,0.0,108,0.12962963,3,0,13,0,27,3,1,7,1,1,4,0.0,12,2,0,1,legitimate
1,5,62,0,5627,0,0.0,135,0.044444444,1,217,13,1,29,5,3,8,1,1,8,0.206896552,7,1,0,2,phishing
1,0,4,0,1381,0,100.0,278,0.143884892,8,80,200,0,40,11,2,5,1,2,3,0.0,17,1,0,1,phishing
1,5,31,13267,6725,1,0.0,106,0.066037736,2,215,25,1,21,5,1,8,1,1,5,0.0,7,0,0,1,phishing
0,5,14,66570,4209,1,42.85714286,55,0.0,3,174,11,0,19,3,3,5,0,3,2,0.0,11,3,0,0,legitimate
0,5,18,37739,5309,1,0.0,39,0.0,3,3456,11,0,19,3,4,3,1,3,3,0.0,11,0,0,0,legitimate
1,0,4,0,470,0,100.0,48,0.0,21,0,21,2,28,0,2,4,1,2,2,0.0,21,1,0,0,phishing
0,6,166,12601,8148,1,66.66666667,44,0.0,3,617,9,0,17,3,1,5,0,1,3,0.0,9,0,0,0,legitimate
1,5,22,0,5615,0,25.0,72,0.069444444,1,228,9,2,41,3,2,4,1,1,5,0.12195122,9,3,0,0,phishing
0,2,877,7471833,1887,1,0.0,22,0.0,3,304,6,0,14,4,0,3,1,3,2,0.0,6,0,0,0,legitimate
1,4,84,380311,7379,1,100.0,64,0.0,3,291,13,0,20,5,3,5,1,3,3,0.0,12,0,0,0,legitimate
1,0,4,0,2905,0,0.0,77,0.077922078,8,16,17,3,12,0,2,8,1,2,2,0.0,8,2,0,0,phishing
1,0,13,0,-1,1,50.0,29,0.0,3,86,9,0,17,3,2,4,1,2,2,0.0,9,0,0,0,phishing
0,5,94,2873,4486,1,70.0,56,0.0,3,991,10,0,18,4,5,4,1,3,2,0.0,10,2,0,0,legitimate
0,4,36,1581954,1366,1,0.0,26,0.0,3,0,7,0,17,3,0,3,0,3,2,0.0,7,0,0,0,legitimate
1,5,105,1303460,7370,1,63.33333333,57,0.0,3,299,12,0,15,3,2,5,1,2,3,0.0,7,0,0,0,legitimate
1,4,26,0,8019,0,0.0,110,0.1,2,381,46,0,30,1,1,6,1,1,2,0.0,12,1,0,1,phishing
1,0,34,0,7552,0,100.0,41,0.0,9,849,9,0,13,0,3,5,1,3,2,0.0,9,0,0,0,phishing
1,3,8,4365,1953,0,0.0,39,0.102564103,3,2430,9,0,24,1,4,3,1,3,2,0.0,9,1,0,1,phishing
1,0,6,0,5088,1,100.0,46,0.0,3,26,10,0,18,5,4,4,1,3,3,0.0,10,0,0,0,phishing
0,4,97,423862,-1,1,55.55555556,19,0.0,2,1267,3,0,10,3,0,3,1,2,2,0.0,3,0,0,0,legitimate
0,7,142,631,7476,1,70.0,39,0.0,3,1655,10,0,14,4,5,4,0,3,2,0.0,6,0,0,0,legitimate
0,10,153,8,8516,1,100.0,42,0.0,3,2808,16,0,16,4,16,4,0,3,2,0.0,8,0,0,0,legitimate
1,1,8,0,4966,0,0.0,56,0.0,15,147,15,1,19,1,4,5,1,4,1,0.0,15,1,0,0,phishing
0,4,40,544207,1643,1,0.0,30,0.0,3,184,13,0,21,4,0,3,1,3,2,0.0,13,0,0,0,legitimate
0,4,40,2589063,2486,1,15.38461538,31,0.0,3,70,14,0,22,4,0,3,1,3,2,0.0,14,0,0,0,legitimate
1,0,1,3532151,-1,1,0.0,167,0.155688623,12,315,75,1,16,6,1,7,1,1,5,0.0,12,0,1,1,phishing
0,5,192,17935,6922,0,72.72727273,28,0.0,7,18,8,1,20,0,0,3,0,7,2,0.0,8,0,0,0,legitimate
1,5,0,4392684,-1,1,0.0,143,0.083916084,3,332,16,0,24,6,1,8,1,1,3,0.0,16,2,0,0,legitimate
0,5,119,1447,4920,1,100.0,37,0.0,3,1654,11,0,19,3,4,5,0,3,2,0.0,11,0,0,0,legitimate
1,2,7,0,3922,0,50.0,20,0.05,6,96,6,0,9,0,3,3,1,3,1,0.0,6,0,0,0,phishing
1,0,51,5707171,3993,0,100.0,128,0.203125,3,25,17,0,50,2,2,5,1,2,4,0.0,13,1,1,1,phishing
1,3,0,4188162,6535,1,0.0,41,0.0,3,1135,12,0,20,3,4,5,1,3,2,0.0,12,0,0,0,phishing
0,4,37,1523192,4056,1,91.17647059,25,0.0,3,1056,8,0,16,3,0,3,0,3,2,0.0,8,0,0,0,legitimate
1,2,23,0,819,0,100.0,43,0.093023256,6,276,8,0,35,0,0,3,1,6,2,0.114285714,8,2,0,0,phishing
1,0,51,5707171,3993,0,100.0,128,0.125,3,25,17,0,50,4,2,5,1,2,4,0.0,13,1,1,1,phishing
1,0,58,0,-1,0,0.0,53,0.0,5,102,9,2,12,1,2,6,1,2,2,0.0,5,1,0,0,phishing
0,5,84,17158,6302,1,54.54545455,80,0.075,3,638,15,0,23,4,2,6,1,2,3,0.0,15,0,0,0,legitimate
1,8,4,0,5159,0,0.0,29,0.0,6,1049,9,0,20,0,0,3,1,6,2,0.0,9,0,0,0,phishing
1,5,83,6538559,5612,0,56.92307692,45,0.0,1,232,10,0,27,2,4,3,1,1,5,0.0,10,0,0,0,phishing
0,1,58,0,5238,0,0.0,26,0.0,16,0,16,0,19,1,0,2,1,16,1,0.0,16,0,0,0,legitimate
0,3,135,3030688,4980,1,0.0,30,0.0,3,133,14,0,22,3,0,3,1,3,2,0.0,14,0,0,0,legitimate
1,5,5,0,7296,0,0.0,35,0.314285714,8,374,14,0,27,11,0,3,1,8,2,0.407407407,14,0,1,0,phishing
0,5,123,0,7297,0,86.95652174,36,0.0,8,372,14,0,27,1,0,3,1,8,2,0.0,14,0,0,0,legitimate
0,6,8,20989,1337,0,0.0,29,0.034482759,5,124,11,0,20,0,0,3,0,5,2,0.05,11,0,0,0,phishing
0,6,10,591,12848,0,0.0,42,0.19047619,3,0,8,0,15,0,8,5,1,3,2,0.0,7,0,1,0,legitimate
0,7,1731,12,7131,0,66.42599278,34,0.0,2,904,9,0,16,0,4,4,0,2,2,0.0,9,0,0,0,legitimate
1,0,0,0,1,0,0.0,33,0.0,19,363,19,0,25,1,0,3,1,19,2,0.0,19,0,0,0,phishing
1,5,205,333087,9132,1,71.42857143,63,0.095238095,3,729,12,0,14,3,2,5,0,2,3,0.0,6,3,0,0,legitimate
1,5,0,151292,1516,1,0.0,112,0.017857143,3,77,11,0,13,3,2,7,1,2,3,0.0,5,6,0,0,legitimate
1,0,15,0,1374,0,100.0,35,0.085714286,7,87,7,1,10,0,3,4,1,3,2,0.0,7,0,0,0,phishing
1,0,12,0,1771,0,92.30769231,29,0.0,4,56,5,0,13,0,1,5,1,1,1,0.0,5,1,0,0,phishing
1,0,32,0,-1,0,11.11111111,39,0.0,20,362,20,0,24,0,5,4,1,5,1,0.0,20,0,0,0,phishing
1,5,21,0,5616,0,25.0,47,0.212765957,1,228,14,0,31,8,2,3,1,1,4,0.322580645,14,1,1,0,phishing
0,2,155,0,-1,1,50.0,25,0.0,3,-1,9,0,16,3,0,3,0,3,2,0.0,9,0,0,0,legitimate
0,3,41,3106402,4478,1,0.0,35,0.0,3,270,6,0,26,4,0,3,1,3,2,0.0,6,2,0,0,legitimate
1,0,87,5160220,389,0,2.43902439,121,0.0,15,341,15,0,19,2,2,11,1,2,1,0.0,15,5,0,0,phishing
0,4,13,1450090,-1,0,0.0,19,0.0,4,348,4,0,10,0,0,3,0,4,2,0.0,4,0,0,0,legitimate
1,0,0,0,3934,0,0.0,47,0.0,2,84,16,0,23,0,3,4,1,2,1,0.0,16,1,0,1,phishing
1,10,1,1,8350,0,0.0,39,0.0,4,2971,15,0,15,1,15,3,0,4,2,0.0,6,0,0,0,legitimate
1,4,50,198456,4183,1,77.77777778,31,0.0,3,565,15,0,23,3,0,3,0,3,2,0.0,15,0,0,0,legitimate
1,0,28,5039553,2204,0,0.0,231,0.212121212,6,352,40,0,10,8,3,10,1,3,3,0.0,6,3,1,1,phishing
1,6,8,20989,1337,0,0.0,29,0.068965517,5,124,11,0,20,0,0,3,0,5,2,0.1,11,0,0,0,phishing
1,0,0,0,-1,0,0.0,44,0.0,3,315,6,2,12,1,2,6,1,2,1,0.0,4,2,0,0,phishing
